adam, standard, 10, 0.1, 0.001, 0.8421375921375921
adam, standard, 10, 0.1, 0.01, 0.8445945945945946
adam, standard, 10, 0.1, 0.1, 0.8467444717444718
adam, standard, 10, 0.1, 1.0, 0.8329238329238329
adam, standard, 10, 0.1, 0.0001, 0.8421375921375921
adam, standard, 10, 0.1, 1e-05, 0.8402948402948403
adam, standard, 10, 0.1, 10.0, 0.8224815724815725
adam, standard, 10, 0.01, 0.1, 0.8513513513513513
adam, standard, 10, 0.01, 1.0, 0.8449017199017199
adam, standard, 10, 0.01, 0.01, 0.8522727272727273
adam, standard, 10, 0.01, 10.0, 0.828009828009828
adam, standard, 10, 0.01, 0.0001, 0.8504299754299754
adam, standard, 10, 0.01, 0.001, 0.8498157248157249
adam, standard, 10, 0.01, 1e-05, 0.8488943488943489
adam, standard, 10, 0.001, 0.1, 0.855036855036855
adam, standard, 10, 0.001, 10.0, 0.836916461916462
adam, standard, 10, 0.001, 0.0001, 0.8516584766584766
adam, standard, 10, 0.001, 1.0, 0.8442874692874693
adam, standard, 10, 0.001, 0.001, 0.851965601965602
adam, standard, 10, 0.001, 0.01, 0.8531941031941032
adam, standard, 10, 0.001, 1e-05, 0.8495085995085995
adam, standard, 10, 0.0001, 0.01, 0.8525798525798526
adam, standard, 10, 0.0001, 10.0, 0.8387592137592138
adam, standard, 10, 0.0001, 0.0001, 0.8513513513513513
adam, standard, 10, 0.0001, 0.001, 0.8516584766584766
adam, standard, 10, 0.0001, 1.0, 0.8445945945945946
adam, standard, 10, 0.0001, 0.1, 0.8525798525798526
adam, standard, 10, 0.0001, 1e-05, 0.8498157248157249
adam, standard, 50, 0.1, 1.0, 0.8485872235872236
adam, standard, 50, 0.1, 10.0, 0.8277027027027027
adam, standard, 50, 0.1, 0.001, 0.8464373464373465
adam, standard, 50, 0.1, 0.0001, 0.8452088452088452
adam, standard, 50, 0.1, 0.01, 0.8488943488943489
adam, standard, 50, 0.1, 0.1, 0.8507371007371007
adam, standard, 50, 0.1, 1e-05, 0.8430589680589681
adam, standard, 50, 0.01, 1.0, 0.8501228501228502
adam, standard, 50, 0.01, 10.0, 0.835995085995086
adam, standard, 50, 0.01, 0.1, 0.8525798525798526
adam, standard, 50, 0.01, 0.01, 0.8516584766584766
adam, standard, 50, 0.01, 0.001, 0.8522727272727273
adam, standard, 50, 0.01, 0.0001, 0.851965601965602
adam, standard, 50, 0.01, 1e-05, 0.8452088452088452
adam, standard, 50, 0.001, 0.0001, 0.851044226044226
adam, standard, 50, 0.001, 1.0, 0.8473587223587223
adam, standard, 50, 0.001, 0.1, 0.8522727272727273
adam, standard, 50, 0.001, 0.001, 0.8522727272727273
adam, standard, 50, 0.001, 10.0, 0.8384520884520884
adam, standard, 50, 0.001, 0.01, 0.8516584766584766
adam, standard, 50, 0.001, 1e-05, 0.8455159705159705
adam, standard, 50, 0.0001, 0.0001, 0.851044226044226
adam, standard, 50, 0.0001, 1.0, 0.8464373464373465
adam, standard, 50, 0.0001, 10.0, 0.8363022113022113
adam, standard, 50, 0.0001, 0.1, 0.851965601965602
adam, standard, 50, 0.0001, 0.001, 0.8513513513513513
adam, standard, 50, 0.0001, 0.01, 0.8507371007371007
adam, standard, 50, 0.0001, 1e-05, 0.8455159705159705
adam, standard, 100, 0.1, 0.001, 0.8504299754299754
adam, standard, 100, 0.1, 10.0, 0.8415233415233415
adam, standard, 100, 0.1, 1.0, 0.8492014742014742
adam, standard, 100, 0.1, 0.1, 0.851965601965602
adam, standard, 100, 0.1, 0.01, 0.8501228501228502
adam, standard, 100, 0.1, 0.0001, 0.8504299754299754
adam, standard, 100, 0.1, 1e-05, 0.8396805896805897
